YearID,GameID,GamePitchSequence,PAofInning,AtBatPitchSequence,Inning,Balls,Strikes,PitcherID,PitcherHand,BatSide,PitchType,Velocity,VerticalBreak,HorizontalBreak,PlateLocHeight,PlateLocSide
2019,9CCFE8D1-A76E-4488-9958-01D933ABF12C,212,2,1,6,0,0,114013,L,R,FA,91.07446079,13.37847102,-9.686221645,2.493305489,-0.033329834
2019,9CCFE8D1-A76E-4488-9958-01D933ABF12C,215,2,4,6,1,2,114013,L,R,FA,92.33516079,12.01617102,-10.03132165,3.318405489,-0.098829834
2019,9CCFE8D1-A76E-4488-9958-01D933ABF12C,218,3,3,6,1,1,114013,L,R,FA,91.11846079,12.19457102,-8.560721645,3.122005489,0.498770166
2019,9CCFE8D1-A76E-4488-9958-01D933ABF12C,223,3,8,6,2,2,114013,L,R,SI,91.22606079,8.330471022,-14.64992165,2.293805489,-0.606729834
2018,564B239E-75E8-4389-9C47-0219712B5AD5,1,1,1,1,0,0,857,L,R,FA,89.44609343,19.23783657,-2.824659962,4.772926945,-1.176437784
2018,564B239E-75E8-4389-9C47-0219712B5AD5,2,1,2,1,1,0,857,L,R,FA,89.12229343,18.47033657,-10.45445996,1.490226945,-1.042037784
2018,564B239E-75E8-4389-9C47-0219712B5AD5,3,1,3,1,2,0,857,L,R,FA,90.28439343,17.99183657,-7.002259962,2.780926945,-0.634537784
2018,564B239E-75E8-4389-9C47-0219712B5AD5,4,1,4,1,2,1,857,L,R,FA,91.67109343,17.70633657,-4.530159962,2.697426945,-0.083137784
2018,564B239E-75E8-4389-9C47-0219712B5AD5,5,1,5,1,2,2,857,L,R,FA,93.16739343,17.35853657,-5.432759962,3.397026945,-0.031737784
2018,564B239E-75E8-4389-9C47-0219712B5AD5,7,2,2,1,1,0,857,L,R,FA,90.97559343,16.53943657,-6.617659962,3.550626945,-0.901537784
2018,564B239E-75E8-4389-9C47-0219712B5AD5,8,2,3,1,2,0,857,L,R,FA,91.08369343,17.34883657,-7.811459962,1.613326945,-1.058237784
2018,564B239E-75E8-4389-9C47-0219712B5AD5,9,2,4,1,3,0,857,L,R,FA,91.05119343,17.91733657,-4.177859962,2.828626945,-0.562537784
2018,564B239E-75E8-4389-9C47-0219712B5AD5,10,2,5,1,3,1,857,L,R,FA,92.63239343,17.95143657,-3.424059962,3.103126945,0.516162216
2018,564B239E-75E8-4389-9C47-0219712B5AD5,12,3,2,1,1,0,857,L,R,FA,91.40619343,18.06473657,-6.621759962,4.195726945,-0.561437784
2018,564B239E-75E8-4389-9C47-0219712B5AD5,13,3,3,1,2,0,857,L,R,FA,92.46089343,18.70183657,-9.299259962,2.671326945,-0.982037784
2018,564B239E-75E8-4389-9C47-0219712B5AD5,15,3,5,1,3,1,857,L,R,FA,92.10659343,16.33243657,-6.578959962,3.686226945,-0.485837784
2018,564B239E-75E8-4389-9C47-0219712B5AD5,16,3,6,1,3,2,857,L,R,FA,93.21549343,16.91803657,-8.054559962,1.847026945,-0.372737784
2018,564B239E-75E8-4389-9C47-0219712B5AD5,17,4,1,1,0,0,857,L,R,FA,90.61359343,18.33053657,-7.922359962,2.341226945,-0.880337784
2018,564B239E-75E8-4389-9C47-0219712B5AD5,19,4,3,1,1,1,857,L,R,FA,91.54229343,15.56363657,-6.605459962,2.271026945,-0.209137784
2018,564B239E-75E8-4389-9C47-0219712B5AD5,20,4,4,1,1,2,857,L,R,FA,91.61429343,14.48303657,-5.241359962,3.801126945,-0.356937784
2018,564B239E-75E8-4389-9C47-0219712B5AD5,33,1,1,2,0,0,857,L,R,FA,89.07599343,17.45733657,-6.872459962,2.269726945,-0.805937784
2018,564B239E-75E8-4389-9C47-0219712B5AD5,34,1,2,2,0,1,857,L,R,FA,90.27209343,15.15583657,-9.207459962,1.888626945,0.076062216
2018,564B239E-75E8-4389-9C47-0219712B5AD5,36,2,1,2,0,0,857,L,R,FA,90.52829343,18.33633657,-7.166959962,2.923426945,-1.273737784
2018,564B239E-75E8-4389-9C47-0219712B5AD5,39,2,4,2,1,2,857,L,R,FA,91.36259343,15.48273657,-7.147859962,3.781726945,-0.829437784
2018,564B239E-75E8-4389-9C47-0219712B5AD5,40,3,1,2,0,0,857,L,R,FA,91.08549343,17.52663657,-7.972559962,1.993826945,-1.240837784
2018,564B239E-75E8-4389-9C47-0219712B5AD5,42,3,3,2,1,1,857,L,R,FA,91.87219343,17.22833657,-6.293159962,3.931126945,-0.733337784
2018,564B239E-75E8-4389-9C47-0219712B5AD5,45,3,6,2,2,2,857,L,R,FA,93.12429343,17.55923657,-7.988659962,2.948726945,-0.509237784
2018,564B239E-75E8-4389-9C47-0219712B5AD5,46,4,1,2,0,0,857,L,R,FA,91.72309343,17.76003657,-6.645059962,2.056026945,-0.154637784
2018,564B239E-75E8-4389-9C47-0219712B5AD5,62,1,1,3,0,0,857,L,R,FA,90.18439343,19.26513657,-8.221559962,2.023626945,-0.325737784
2018,564B239E-75E8-4389-9C47-0219712B5AD5,65,2,2,3,1,0,857,L,R,FA,91.05319343,15.17183657,-11.19855996,2.915026945,-1.850437784
2018,564B239E-75E8-4389-9C47-0219712B5AD5,66,2,3,3,2,0,857,L,R,FA,90.32079343,17.22973657,-11.46845996,2.740226945,-1.118237784
2018,564B239E-75E8-4389-9C47-0219712B5AD5,67,3,1,3,0,0,857,L,R,FA,91.96849343,21.30943657,-6.221359962,3.076426945,-0.685537784
2018,564B239E-75E8-4389-9C47-0219712B5AD5,69,3,3,3,1,1,857,L,R,FA,92.63579343,17.79343657,-7.325559962,3.233726945,-0.048737784
